respondent_id,topic
262,Biodiversity - animals
262,plants & ecosystems
262,Sustainable finance
262,Ethical issues (e.g. corruption)
262,Public health & well-being - people's physical and mental health / ill-health
262,The country's economy
263,Climate change
263,Biodiversity - animals
263,plants & ecosystems
263,Air & water pollution
263,Labour conditions and opportunities in Sweden
263,Circular economy - recycling & reuse of materials
263,Sustainable transport
263,Sustainable finance
263,Sustainable agriculture & food production
263,Wars and conflicts in the world
263,Animal health & welfare
263,Labour conditions for suppliers / in the value chain abroad
263,Ethical issues (e.g. corruption)
263,Charitable giving
263,Diversity
263,anti-racism & inclusive societies
263,Gender equality & feminism
263,Human rights
263,poverty and hunger in the world
263,Polarisation of opinions in society
263,Public health & well-being - people's physical and mental health / ill-health
263,The country's economy
263,Democracy
263,Safe societies
264,Climate change
264,Circular economy - recycling & reuse of materials
264,Sustainable transport
264,Energy issues / energy efficiency
264,Wars and conflicts in the world
264,Ethical issues (e.g. corruption)
264,Diversity
264,anti-racism & inclusive societies
264,Human rights
264,poverty and hunger in the world
264,Public health & well-being - people's physical and mental health / ill-health
264,Democracy
265,Climate change
265,Energy issues / energy efficiency
265,Wars and conflicts in the world
265,The country's economy
265,Safe societies
266,Climate change
266,Biodiversity - animals
266,plants & ecosystems
266,Labour conditions and opportunities in Sweden
266,Circular economy - recycling & reuse of materials
266,Sustainable agriculture & food production
266,Wars and conflicts in the world
266,Animal health & welfare
266,Ethical issues (e.g. corruption)
266,Diversity
266,anti-racism & inclusive societies
266,Gender equality & feminism
266,Human rights
266,poverty and hunger in the world
266,Polarisation of opinions in society
266,Public health & well-being - people's physical and mental health / ill-health
266,The country's economy
266,Democracy
266,Other:
267,Air & water pollution
267,Energy issues / energy efficiency
267,Wars and conflicts in the world
267,Ethical issues (e.g. corruption)
267,Human rights
267,poverty and hunger in the world
267,Public health & well-being - people's physical and mental health / ill-health
267,The country's economy
267,Safe societies
268,Sustainable agriculture & food production
268,Wars and conflicts in the world
268,Diversity
268,anti-racism & inclusive societies
268,Polarisation of opinions in society
268,Democracy
269,Climate change
269,Biodiversity - animals
269,plants & ecosystems
269,Air & water pollution
269,Labour conditions and opportunities in Sweden
269,Circular economy - recycling & reuse of materials
269,Energy issues / energy efficiency
269,Sustainable agriculture & food production
269,Wars and conflicts in the world
269,Ethical issues (e.g. corruption)
269,Diversity
269,anti-racism & inclusive societies
269,Human rights
269,poverty and hunger in the world
269,Public health & well-being - people's physical and mental health / ill-health
269,Democracy
269,Safe societies
270,Climate change
270,Biodiversity - animals
270,plants & ecosystems
270,Air & water pollution
270,Labour conditions and opportunities in Sweden
270,Circular economy - recycling & reuse of materials
270,Energy issues / energy efficiency
270,Sustainable finance
270,Wars and conflicts in the world
270,Labour conditions for suppliers / in the value chain abroad
270,Ethical issues (e.g. corruption)
270,Diversity
270,anti-racism & inclusive societies
270,Gender equality & feminism
270,The country's economy
270,Democracy
271,Climate change
271,Biodiversity - animals
271,plants & ecosystems
271,Air & water pollution
271,Labour conditions and opportunities in Sweden
271,Circular economy - recycling & reuse of materials
271,Energy issues / energy efficiency
271,Sustainable agriculture & food production
271,Wars and conflicts in the world
271,Animal health & welfare
271,Labour conditions for suppliers / in the value chain abroad
271,Ethical issues (e.g. corruption)
271,Diversity
271,anti-racism & inclusive societies
271,Gender equality & feminism
271,Human rights
271,poverty and hunger in the world
271,Polarisation of opinions in society
271,Public health & well-being - people's physical and mental health / ill-health
271,The country's economy
271,Democracy
271,Safe societies
272,Climate change
272,Circular economy - recycling & reuse of materials
272,Sustainable transport
272,Energy issues / energy efficiency
272,Sustainable finance
272,Public health & well-being - people's physical and mental health / ill-health
272,The country's economy
272,Safe societies
273,Climate change
273,Biodiversity - animals
273,plants & ecosystems
273,Air & water pollution
273,Labour conditions and opportunities in Sweden
273,Circular economy - recycling & reuse of materials
273,Energy issues / energy efficiency
273,Sustainable agriculture & food production
273,Wars and conflicts in the world
273,Animal health & welfare
273,Charitable giving
273,Diversity
273,anti-racism & inclusive societies
273,Gender equality & feminism
273,Human rights
273,poverty and hunger in the world
273,Public health & well-being - people's physical and mental health / ill-health
273,The country's economy
273,Democracy
273,Safe societies
274,Climate change
274,Circular economy - recycling & reuse of materials
274,Ethical issues (e.g. corruption)
274,Gender equality & feminism
274,Democracy
275,Climate change
275,Biodiversity - animals
275,plants & ecosystems
275,Wars and conflicts in the world
275,Animal health & welfare
275,Polarisation of opinions in society
275,Public health & well-being - people's physical and mental health / ill-health
276,Climate change
276,Labour conditions and opportunities in Sweden
276,Circular economy - recycling & reuse of materials
276,Energy issues / energy efficiency
276,Sustainable finance
276,Sustainable agriculture & food production
276,Wars and conflicts in the world
276,Labour conditions for suppliers / in the value chain abroad
276,Ethical issues (e.g. corruption)
276,Diversity
276,anti-racism & inclusive societies
276,Gender equality & feminism
276,Human rights
276,poverty and hunger in the world
276,Polarisation of opinions in society
276,Public health & well-being - people's physical and mental health / ill-health
276,The country's economy
276,Democracy
276,Safe societies
277,Circular economy - recycling & reuse of materials
277,Sustainable agriculture & food production
277,Labour conditions for suppliers / in the value chain abroad
277,Ethical issues (e.g. corruption)
277,Polarisation of opinions in society
277,Public health & well-being - people's physical and mental health / ill-health
277,The country's economy
278,Circular economy - recycling & reuse of materials
278,Sustainable agriculture & food production
278,Animal health & welfare
278,Charitable giving
278,Human rights
278,poverty and hunger in the world
278,Polarisation of opinions in society
278,Public health & well-being - people's physical and mental health / ill-health
278,The country's economy
278,Safe societies
279,Climate change
279,Air & water pollution
279,Energy issues / energy efficiency
279,Sustainable finance
279,Sustainable agriculture & food production
279,Animal health & welfare
279,Public health & well-being - people's physical and mental health / ill-health
279,The country's economy
279,Democracy
279,Safe societies
