respondent_id,brand,perception_type,perception
600,GoodMorning Hotels,general,3. Neither positive nor negative perception
601,GoodMorning Hotels,general,3. Neither positive nor negative perception
606,GoodMorning Hotels,general,3. Neither positive nor negative perception
608,GoodMorning Hotels,general,4. Fairly positive perception
609,GoodMorning Hotels,general,5. Very positive perception
613,GoodMorning Hotels,general,5. Very positive perception
616,GoodMorning Hotels,general,5. Very positive perception
617,GoodMorning Hotels,general,2. Somewhat negative perception
618,GoodMorning Hotels,general,I Don´t know the company
620,GoodMorning Hotels,general,3. Neither positive nor negative perception
622,GoodMorning Hotels,general,I Don´t know the company
624,GoodMorning Hotels,general,4. Fairly positive perception
626,GoodMorning Hotels,general,3. Neither positive nor negative perception
632,GoodMorning Hotels,general,I Don´t know the company
637,GoodMorning Hotels,general,I Don´t know the company
638,GoodMorning Hotels,general,3. Neither positive nor negative perception
639,GoodMorning Hotels,general,3. Neither positive nor negative perception
643,GoodMorning Hotels,general,I Don´t know the company
646,GoodMorning Hotels,general,I Don´t know the company
648,GoodMorning Hotels,general,3. Neither positive nor negative perception
1,Norlandia,general,I Don´t know the company
3,Norlandia,general,I Don´t know the company
5,Norlandia,general,I Don´t know the company
7,Norlandia,general,I Don´t know the company
8,Norlandia,general,3. Neither positive nor negative perception
13,Norlandia,general,I Don´t know the company
14,Norlandia,general,I Don´t know the company
16,Norlandia,general,I Don´t know the company
18,Norlandia,general,I Don´t know the company
20,Norlandia,general,I Don´t know the company
24,Norlandia,general,I Don´t know the company
25,Norlandia,general,I Don´t know the company
26,Norlandia,general,I Don´t know the company
27,Norlandia,general,3. Neither positive nor negative perception
29,Norlandia,general,I Don´t know the company
34,Norlandia,general,I Don´t know the company
37,Norlandia,general,I Don´t know the company
40,Norlandia,general,I Don´t know the company
42,Norlandia,general,3. Neither positive nor negative perception
46,Norlandia,general,I Don´t know the company
51,Norlandia,general,I Don´t know the company
54,Norlandia,general,5. Very positive perception
58,Norlandia,general,I Don´t know the company
60,Norlandia,general,I Don´t know the company
63,Norlandia,general,I Don´t know the company
68,Norlandia,general,3. Neither positive nor negative perception
72,Norlandia,general,3. Neither positive nor negative perception
74,Norlandia,general,I Don´t know the company
77,Norlandia,general,I Don´t know the company
79,Norlandia,general,I Don´t know the company
80,Norlandia,general,I Don´t know the company
82,Norlandia,general,I Don´t know the company
85,Norlandia,general,I Don´t know the company
86,Norlandia,general,3. Neither positive nor negative perception
88,Norlandia,general,I Don´t know the company
92,Norlandia,general,I Don´t know the company
96,Norlandia,general,I Don´t know the company
97,Norlandia,general,I Don´t know the company
101,Norlandia,general,I Don´t know the company
104,Norlandia,general,I Don´t know the company
106,Norlandia,general,I Don´t know the company
107,Norlandia,general,I Don´t know the company
108,Norlandia,general,I Don´t know the company
111,Norlandia,general,I Don´t know the company
115,Norlandia,general,I Don´t know the company
116,Norlandia,general,I Don´t know the company
119,Norlandia,general,3. Neither positive nor negative perception
120,Norlandia,general,I Don´t know the company
121,Norlandia,general,I Don´t know the company
123,Norlandia,general,I Don´t know the company
127,Norlandia,general,4. Fairly positive perception
128,Norlandia,general,3. Neither positive nor negative perception
130,Norlandia,general,I Don´t know the company
132,Norlandia,general,I Don´t know the company
133,Norlandia,general,I Don´t know the company
135,Norlandia,general,I Don´t know the company
137,Norlandia,general,I Don´t know the company
142,Norlandia,general,I Don´t know the company
143,Norlandia,general,I Don´t know the company
144,Norlandia,general,I Don´t know the company
146,Norlandia,general,I Don´t know the company
147,Norlandia,general,I Don´t know the company
148,Norlandia,general,I Don´t know the company
150,Norlandia,general,I Don´t know the company
152,Norlandia,general,I Don´t know the company
159,Norlandia,general,I Don´t know the company
160,Norlandia,general,I Don´t know the company
161,Norlandia,general,I Don´t know the company
162,Norlandia,general,I Don´t know the company
164,Norlandia,general,I Don´t know the company
165,Norlandia,general,I Don´t know the company
167,Norlandia,general,3. Neither positive nor negative perception
170,Norlandia,general,I Don´t know the company
172,Norlandia,general,I Don´t know the company
173,Norlandia,general,I Don´t know the company
174,Norlandia,general,I Don´t know the company
179,Norlandia,general,I Don´t know the company
181,Norlandia,general,I Don´t know the company
182,Norlandia,general,I Don´t know the company
184,Norlandia,general,I Don´t know the company
185,Norlandia,general,I Don´t know the company
186,Norlandia,general,3. Neither positive nor negative perception
187,Norlandia,general,I Don´t know the company
188,Norlandia,general,I Don´t know the company
189,Norlandia,general,I Don´t know the company
193,Norlandia,general,I Don´t know the company
194,Norlandia,general,I Don´t know the company
195,Norlandia,general,I Don´t know the company
196,Norlandia,general,I Don´t know the company
197,Norlandia,general,I Don´t know the company
199,Norlandia,general,I Don´t know the company
200,Norlandia,general,3. Neither positive nor negative perception
203,Norlandia,general,I Don´t know the company
207,Norlandia,general,I Don´t know the company
208,Norlandia,general,I Don´t know the company
209,Norlandia,general,3. Neither positive nor negative perception
210,Norlandia,general,I Don´t know the company
211,Norlandia,general,I Don´t know the company
214,Norlandia,general,I Don´t know the company
215,Norlandia,general,3. Neither positive nor negative perception
217,Norlandia,general,I Don´t know the company
226,Norlandia,general,I Don´t know the company
227,Norlandia,general,I Don´t know the company
230,Norlandia,general,I Don´t know the company
231,Norlandia,general,I Don´t know the company
233,Norlandia,general,I Don´t know the company
236,Norlandia,general,I Don´t know the company
237,Norlandia,general,I Don´t know the company
238,Norlandia,general,I Don´t know the company
240,Norlandia,general,I Don´t know the company
241,Norlandia,general,I Don´t know the company
243,Norlandia,general,I Don´t know the company
245,Norlandia,general,I Don´t know the company
246,Norlandia,general,I Don´t know the company
247,Norlandia,general,I Don´t know the company
250,Norlandia,general,I Don´t know the company
251,Norlandia,general,I Don´t know the company
252,Norlandia,general,I Don´t know the company
253,Norlandia,general,I Don´t know the company
255,Norlandia,general,I Don´t know the company
256,Norlandia,general,I Don´t know the company
258,Norlandia,general,I Don´t know the company
264,Norlandia,general,I Don´t know the company
266,Norlandia,general,3. Neither positive nor negative perception
268,Norlandia,general,I Don´t know the company
270,Norlandia,general,I Don´t know the company
271,Norlandia,general,2. Somewhat negative perception
274,Norlandia,general,3. Neither positive nor negative perception
279,Norlandia,general,I Don´t know the company
280,Norlandia,general,I Don´t know the company
281,Norlandia,general,I Don´t know the company
282,Norlandia,general,I Don´t know the company
283,Norlandia,general,I Don´t know the company
284,Norlandia,general,3. Neither positive nor negative perception
286,Norlandia,general,I Don´t know the company
287,Norlandia,general,I Don´t know the company
289,Norlandia,general,I Don´t know the company
290,Norlandia,general,I Don´t know the company
292,Norlandia,general,4. Fairly positive perception
295,Norlandia,general,I Don´t know the company
297,Norlandia,general,I Don´t know the company
300,Norlandia,general,I Don´t know the company
302,Norlandia,general,I Don´t know the company
304,Norlandia,general,I Don´t know the company
306,Norlandia,general,I Don´t know the company
308,Norlandia,general,I Don´t know the company
311,Norlandia,general,3. Neither positive nor negative perception
314,Norlandia,general,5. Very positive perception
315,Norlandia,general,3. Neither positive nor negative perception
319,Norlandia,general,I Don´t know the company
320,Norlandia,general,I Don´t know the company
323,Norlandia,general,I Don´t know the company
329,Norlandia,general,I Don´t know the company
330,Norlandia,general,3. Neither positive nor negative perception
334,Norlandia,general,I Don´t know the company
336,Norlandia,general,I Don´t know the company
337,Norlandia,general,I Don´t know the company
339,Norlandia,general,I Don´t know the company
341,Norlandia,general,I Don´t know the company
342,Norlandia,general,I Don´t know the company
346,Norlandia,general,I Don´t know the company
348,Norlandia,general,I Don´t know the company
350,Norlandia,general,I Don´t know the company
352,Norlandia,general,I Don´t know the company
353,Norlandia,general,I Don´t know the company
359,Norlandia,general,I Don´t know the company
362,Norlandia,general,I Don´t know the company
363,Norlandia,general,I Don´t know the company
364,Norlandia,general,3. Neither positive nor negative perception
365,Norlandia,general,3. Neither positive nor negative perception
369,Norlandia,general,I Don´t know the company
371,Norlandia,general,I Don´t know the company
377,Norlandia,general,I Don´t know the company
378,Norlandia,general,I Don´t know the company
380,Norlandia,general,I Don´t know the company
381,Norlandia,general,I Don´t know the company
383,Norlandia,general,I Don´t know the company
384,Norlandia,general,4. Fairly positive perception
390,Norlandia,general,I Don´t know the company
